service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
17887,12,4,2020-12-13,2021-03-17,Y,Y,N
17888,2,4,2020-03-23,2020-04-30,Y,N,Y
17889,13,13,2021-02-04,2021-03-18,Y,Y,N
17890,11,1,2020-03-06,2020-05-02,N,Y,Y
17891,13,12,2020-11-05,2021-01-10,Y,Y,Y
17892,8,17,2021-09-29,2022-09-16,N,Y,Y
17893,4,16,2024-02-05,2024-06-30,Y,N,Y
17894,8,6,2020-11-21,2021-01-13,Y,Y,N
17895,9,15,2021-04-29,2021-07-17,Y,N,N
17896,2,18,2022-02-24,2022-07-08,Y,Y,N
17897,11,11,2022-09-29,2023-04-02,N,Y,N
17898,13,2,2020-02-17,2020-10-05,N,Y,N
17899,10,15,2022-07-17,2023-06-01,N,Y,N
17900,7,16,2021-08-02,2021-10-20,N,N,Y
17901,4,14,2023-03-10,2023-05-10,N,N,Y
17902,12,15,2020-10-18,2021-09-02,Y,N,N
17903,7,15,2021-04-15,2021-04-15,N,Y,Y
17904,9,17,2021-09-04,2021-12-21,N,N,Y
17905,11,15,2023-05-09,2023-11-05,N,N,N
17906,4,2,2024-05-11,2024-08-27,Y,Y,N
17907,3,7,2022-04-01,2022-12-04,Y,N,N
17908,1,6,2023-03-01,2024-01-27,Y,Y,N
17909,5,19,2023-06-06,2023-10-09,Y,Y,N
17910,15,23,2020-09-06,2021-02-24,N,Y,Y
17911,5,12,2022-03-25,2023-02-17,Y,Y,N
17912,10,17,2023-04-15,2024-01-14,Y,N,N
17913,9,23,2020-03-28,2020-06-30,Y,N,Y
17914,14,7,2022-07-03,2022-08-22,N,N,N
17915,10,8,2023-08-08,2024-07-20,Y,Y,N
17916,12,15,2020-06-22,2020-12-14,Y,N,Y
17917,4,9,2020-12-18,2021-03-09,Y,N,Y
17918,9,14,2022-02-01,2022-09-04,N,Y,Y
17919,14,15,2022-03-24,2022-09-11,N,Y,Y
17920,10,2,2020-03-23,2020-06-24,N,N,Y
17921,13,10,2020-10-28,2021-06-10,Y,N,Y
17922,1,4,2020-10-18,2021-01-02,Y,Y,N
17923,1,20,2022-07-30,2022-10-23,N,N,N
17924,7,8,2023-09-12,2024-07-19,N,N,N
17925,6,14,2020-01-20,2020-04-09,Y,N,Y
17926,5,21,2023-09-21,2024-08-17,N,N,N
17927,1,3,2023-04-26,2023-10-06,Y,Y,Y
17928,12,14,2023-07-24,2023-11-08,N,N,N
17929,9,13,2020-05-30,2020-09-11,Y,Y,Y
17930,1,7,2022-10-19,2023-04-09,Y,N,N
17931,11,20,2023-09-26,2024-03-29,N,Y,Y
17932,12,3,2021-12-26,2022-12-21,N,Y,Y
17933,1,14,2023-10-08,2024-08-04,Y,N,N
17934,10,16,2021-08-15,2022-02-19,Y,Y,N
17935,2,4,2020-08-16,2021-05-01,N,N,Y
17936,3,12,2023-10-16,2024-04-06,Y,N,N
17937,2,1,2022-07-16,2023-04-26,N,N,Y
17938,3,16,2023-03-12,2023-11-20,N,N,Y
17939,1,20,2023-12-24,2024-03-18,Y,Y,N
17940,8,21,2022-01-03,2022-11-27,N,N,Y
17941,14,4,2020-08-01,2021-04-18,N,Y,N
17942,11,9,2024-01-26,2024-11-13,Y,Y,Y
17943,11,4,2023-09-01,2024-01-22,N,Y,N
17944,5,10,2021-11-02,2022-04-17,N,Y,N
17945,11,23,2023-03-31,2024-01-03,Y,Y,Y
17946,9,20,2020-11-11,2021-08-04,Y,Y,Y
17947,2,15,2021-05-06,2022-04-05,Y,Y,Y
17948,15,23,2021-02-20,2021-10-23,Y,N,N
17949,8,20,2020-02-08,2020-03-12,Y,Y,Y
17950,2,9,2023-08-01,2023-11-29,N,Y,Y
17951,15,8,2022-01-29,2022-09-12,N,N,N
17952,10,14,2023-06-12,2023-08-03,N,N,N
17953,1,1,2023-05-06,2023-12-28,N,N,N
17954,2,13,2024-01-03,2024-06-20,Y,Y,Y
17955,11,18,2024-04-05,2024-11-04,N,N,N
17956,3,2,2020-10-19,2021-03-07,N,Y,N
17957,4,1,2022-10-09,2023-03-11,N,N,Y
17958,4,22,2020-05-07,2020-06-25,Y,Y,N
17959,13,4,2021-03-06,2022-01-10,N,N,Y
17960,12,12,2022-02-21,2022-10-25,N,N,Y
17961,13,13,2023-11-22,2024-05-31,N,N,N
17962,4,20,2024-01-18,2024-07-25,N,N,N
17963,3,23,2024-04-04,2024-10-23,Y,Y,Y
17964,7,11,2020-11-22,2021-04-10,N,N,N
17965,2,8,2021-12-31,2022-10-26,N,N,N
17966,3,22,2020-06-25,2020-11-12,Y,Y,Y
17967,15,3,2024-04-02,2024-07-11,N,Y,N
17968,11,12,2023-09-18,2024-03-06,N,N,N
17969,13,11,2021-02-25,2021-06-15,Y,Y,Y
17970,13,20,2022-10-11,2023-03-09,Y,N,Y
17971,5,15,2023-01-19,2023-08-05,N,N,Y
17972,3,2,2022-12-07,2023-09-02,N,Y,N
17973,2,23,2020-11-22,2020-12-21,Y,N,N
17974,11,15,2020-02-17,2020-12-06,Y,N,Y
17975,15,22,2023-01-06,2023-02-06,N,Y,Y
17976,6,2,2021-11-26,2022-01-09,N,N,N
17977,2,5,2024-01-31,2024-07-20,N,Y,Y
17978,14,3,2021-07-31,2022-07-06,N,Y,Y
17979,14,6,2023-06-16,2024-05-27,N,N,Y
17980,3,9,2023-11-21,2023-12-17,N,N,Y
17981,8,6,2023-11-27,2024-03-16,Y,Y,Y
17982,13,10,2024-01-05,2024-10-09,Y,N,N
17983,1,3,2020-09-02,2021-07-31,Y,N,Y
17984,6,22,2023-08-11,2023-11-18,N,N,N
17985,1,9,2020-10-03,2021-06-26,Y,Y,Y
17986,6,18,2022-03-05,2022-04-02,Y,Y,N
17987,2,9,2021-01-23,2021-05-20,N,Y,N
17988,12,14,2020-01-11,2020-11-27,Y,Y,Y
17989,13,1,2020-02-17,2021-01-02,N,N,Y
17990,9,22,2020-05-25,2021-01-19,Y,N,Y
17991,10,16,2020-05-02,2020-06-22,Y,Y,N
17992,5,4,2023-04-04,2023-04-10,Y,Y,Y
17993,10,15,2023-01-12,2023-02-26,N,Y,N
17994,4,1,2022-08-01,2023-07-23,N,N,N
17995,13,8,2022-08-28,2023-03-24,Y,N,Y
17996,12,5,2021-11-12,2021-12-10,N,N,Y
17997,13,17,2020-10-12,2020-10-26,N,N,N
17998,7,21,2023-11-28,2024-04-07,Y,Y,Y
17999,2,19,2020-03-13,2020-07-22,N,Y,N
18000,13,15,2020-06-04,2020-12-08,N,Y,N
18001,10,11,2022-05-26,2022-11-21,Y,Y,N
18002,7,1,2023-07-28,2024-04-02,Y,N,Y
18003,4,19,2020-04-23,2021-03-10,Y,Y,N
18004,5,13,2022-05-27,2022-10-22,Y,N,N
18005,15,2,2023-12-11,2024-04-19,N,Y,Y
18006,14,21,2021-02-25,2021-03-20,Y,N,Y
18007,13,7,2021-10-16,2022-09-23,N,Y,N
18008,15,17,2020-05-15,2021-02-07,N,Y,N
18009,1,3,2022-08-15,2023-06-16,N,Y,Y
18010,8,13,2021-02-14,2021-05-15,N,N,Y
18011,9,3,2021-08-14,2021-12-15,N,Y,N
18012,12,23,2021-06-02,2021-10-16,Y,Y,N
18013,7,21,2020-09-16,2021-08-03,Y,N,Y
18014,8,2,2021-03-06,2021-07-24,Y,N,Y
18015,4,12,2022-12-11,2023-09-03,N,N,N
18016,14,13,2020-12-24,2021-09-13,Y,Y,Y
18017,7,14,2021-01-21,2021-07-31,N,N,N
18018,11,7,2020-12-08,2021-08-26,Y,N,Y
18019,12,15,2021-07-23,2021-09-08,Y,Y,Y
18020,6,17,2020-05-05,2020-11-18,N,Y,Y
18021,8,11,2021-08-07,2021-09-26,N,Y,Y
18022,3,18,2023-05-16,2024-03-16,Y,Y,N
18023,12,14,2021-12-21,2022-05-18,N,N,N
18024,2,14,2021-09-26,2021-09-27,Y,N,Y
18025,8,5,2020-07-29,2021-01-18,N,Y,Y
18026,3,8,2023-02-08,2023-10-06,Y,Y,Y
18027,5,11,2022-08-27,2023-04-28,N,N,N
18028,12,10,2021-02-21,2021-09-21,Y,Y,N
18029,14,9,2023-08-01,2023-10-12,Y,Y,Y
18030,2,2,2020-07-30,2021-01-05,Y,Y,Y
18031,13,16,2022-02-06,2022-07-18,Y,Y,N
18032,7,1,2020-09-02,2021-02-08,Y,N,Y
18033,13,12,2024-01-05,2024-12-19,N,Y,Y
18034,3,3,2022-05-04,2022-08-07,Y,Y,Y
18035,2,15,2022-02-14,2022-12-28,N,N,Y
18036,1,18,2022-11-11,2022-12-25,N,N,Y
18037,12,2,2022-06-17,2023-03-13,Y,N,Y
18038,8,20,2024-04-23,2025-01-02,N,Y,Y
18039,14,18,2024-05-27,2024-08-21,Y,Y,N
18040,11,20,2020-06-21,2020-08-27,Y,Y,Y
18041,12,20,2022-02-12,2022-10-02,Y,N,N
18042,5,2,2022-12-31,2023-09-01,Y,Y,N
18043,2,5,2021-08-15,2022-01-18,Y,Y,Y
18044,11,8,2021-01-27,2021-03-16,Y,Y,N
18045,2,1,2022-03-29,2022-07-24,N,N,Y
18046,10,23,2022-11-05,2022-12-01,N,Y,N
18047,3,4,2020-08-02,2021-03-23,Y,N,Y
18048,5,8,2020-08-15,2020-09-14,Y,Y,Y
18049,9,21,2024-02-13,2024-10-05,Y,Y,N
18050,12,19,2023-05-14,2023-09-26,Y,Y,Y
18051,7,20,2022-06-05,2022-11-19,N,Y,Y
18052,15,1,2020-11-23,2021-09-14,N,Y,Y
18053,15,15,2020-12-22,2021-06-27,Y,Y,N
18054,8,21,2023-05-28,2023-08-06,Y,N,Y
18055,3,16,2022-04-17,2022-06-28,N,N,N
18056,4,10,2020-10-06,2021-10-05,N,Y,N
18057,15,16,2020-12-08,2021-07-08,Y,N,N
18058,12,7,2023-08-15,2023-09-07,Y,Y,Y
18059,8,23,2020-10-01,2021-05-15,Y,N,Y
18060,5,10,2021-06-10,2022-02-02,N,Y,N
18061,2,21,2022-11-28,2023-10-08,Y,N,Y
18062,15,22,2022-03-10,2022-10-11,N,Y,N
18063,14,16,2023-04-09,2023-06-27,N,N,Y
18064,4,3,2023-02-16,2023-03-18,N,N,N
18065,2,9,2022-12-18,2023-09-20,N,Y,Y
18066,14,21,2020-06-18,2021-01-15,Y,Y,Y
18067,5,12,2020-04-17,2020-09-21,N,Y,Y
18068,12,5,2023-08-01,2024-04-25,N,Y,Y
18069,2,18,2024-04-24,2025-01-02,Y,N,N
18070,5,8,2021-07-16,2021-12-09,Y,Y,Y
18071,5,14,2023-02-03,2023-07-30,N,N,N
18072,9,21,2023-12-17,2023-12-17,N,N,N
18073,8,4,2023-10-05,2023-11-23,Y,N,N
18074,12,7,2021-01-02,2021-08-29,N,N,N
18075,13,11,2020-06-15,2021-03-28,N,N,N
18076,4,9,2021-05-09,2021-06-30,Y,N,Y
18077,7,4,2021-07-10,2022-06-28,N,N,Y
18078,3,11,2023-02-05,2023-04-30,Y,Y,N
18079,1,10,2022-08-07,2023-05-26,Y,N,N
18080,14,1,2020-10-29,2021-06-22,N,Y,Y
18081,10,14,2024-01-29,2024-08-23,N,Y,Y
18082,8,2,2020-07-01,2021-01-25,Y,N,Y
18083,11,15,2021-07-21,2022-01-08,Y,N,N
18084,14,9,2022-01-19,2022-06-17,Y,N,N
18085,9,20,2020-05-12,2020-09-26,Y,Y,Y
18086,1,5,2020-10-23,2020-11-13,Y,Y,Y
18087,9,2,2022-05-04,2022-07-05,N,Y,Y
18088,10,19,2022-11-11,2023-02-17,Y,N,N
18089,10,4,2021-01-29,2021-06-09,N,N,Y
18090,2,17,2020-08-21,2021-02-23,N,Y,N
18091,6,17,2020-02-10,2020-10-13,N,N,N
18092,13,23,2021-04-26,2021-05-19,N,Y,Y
18093,4,21,2021-10-29,2022-05-23,N,Y,Y
18094,12,5,2021-11-22,2022-06-24,Y,Y,N
18095,15,4,2022-12-12,2023-09-19,N,Y,Y
18096,12,3,2023-04-13,2023-09-12,Y,N,Y
18097,11,23,2022-01-02,2022-01-17,Y,Y,Y
18098,4,11,2023-07-12,2023-08-25,Y,N,N
18099,4,17,2022-09-04,2023-05-29,N,N,N
18100,5,5,2024-05-30,2024-12-13,N,N,N
18101,15,14,2022-07-21,2023-01-13,N,Y,N
18102,4,1,2020-04-16,2020-08-28,Y,Y,N
18103,12,2,2020-08-08,2021-07-31,Y,Y,N
18104,4,10,2020-07-08,2021-04-13,N,N,Y
18105,6,9,2021-01-07,2021-12-23,N,Y,Y
18106,2,17,2020-02-15,2020-07-28,N,Y,Y
18107,2,12,2020-11-11,2021-01-30,Y,Y,Y
18108,6,19,2021-03-13,2021-11-25,Y,N,Y
18109,3,16,2021-08-31,2022-08-29,Y,N,N
18110,9,17,2021-05-02,2021-11-26,N,N,Y
18111,4,23,2023-05-11,2024-02-29,N,N,Y
18112,6,1,2022-06-28,2022-11-01,Y,N,N
18113,5,23,2023-03-13,2023-12-31,N,Y,N
18114,4,6,2022-10-17,2022-12-27,N,Y,N
18115,4,16,2022-01-13,2022-04-15,Y,N,Y
18116,13,12,2022-08-18,2023-03-24,N,N,N
18117,11,11,2022-04-14,2022-10-09,Y,Y,N
18118,11,22,2024-03-16,2024-11-28,Y,N,Y
18119,4,4,2024-03-23,2024-06-28,Y,Y,Y
18120,2,16,2022-06-15,2023-03-06,Y,Y,N
18121,13,5,2020-01-06,2020-06-14,Y,Y,Y
18122,9,9,2021-11-20,2022-06-18,N,N,N
18123,3,15,2021-04-19,2021-11-24,N,Y,Y
18124,2,22,2022-09-28,2023-07-22,Y,Y,N
18125,14,16,2022-01-07,2023-01-01,Y,N,N
18126,7,11,2022-07-07,2023-04-13,N,Y,N
18127,15,19,2022-08-07,2023-01-25,Y,Y,Y
18128,1,20,2024-02-14,2025-01-15,Y,Y,N
18129,9,14,2021-10-23,2022-10-05,Y,N,N
18130,3,9,2023-10-14,2024-06-10,N,Y,N
18131,11,3,2023-10-25,2024-03-26,N,Y,N
18132,3,14,2020-09-25,2021-02-11,Y,N,Y
18133,2,5,2024-05-05,2024-10-11,Y,Y,Y
18134,5,4,2022-05-14,2022-07-12,Y,N,Y
18135,8,10,2020-02-11,2020-07-06,Y,Y,Y
18136,8,8,2023-01-19,2023-02-18,Y,N,N
18137,1,1,2023-09-21,2024-05-10,N,N,N
18138,10,13,2020-06-23,2021-06-14,N,N,Y
18139,1,21,2021-06-01,2021-12-06,Y,Y,Y
18140,3,4,2022-09-13,2023-01-26,N,Y,N
18141,4,15,2021-01-26,2021-04-26,Y,Y,N
18142,3,21,2022-10-10,2022-12-19,N,N,Y
18143,14,10,2022-02-03,2022-03-18,N,Y,Y
18144,4,15,2024-03-28,2024-05-31,N,N,N
18145,6,6,2022-05-17,2022-10-02,Y,Y,Y
18146,10,20,2024-05-13,2024-10-03,N,Y,Y
18147,5,4,2024-05-04,2024-07-09,N,N,N
18148,1,13,2020-04-25,2021-03-20,Y,Y,Y
18149,1,16,2022-07-09,2023-05-30,Y,Y,Y
18150,4,9,2023-04-10,2023-07-26,N,N,Y
18151,8,13,2021-05-09,2021-07-25,N,N,Y
18152,5,20,2023-01-13,2023-03-29,N,N,N
18153,5,1,2020-03-06,2020-08-15,N,Y,Y
18154,13,14,2021-03-27,2021-04-15,Y,Y,Y
18155,2,3,2021-03-22,2022-02-20,N,Y,Y
18156,12,9,2023-12-04,2024-01-05,Y,N,N
18157,6,13,2023-03-28,2023-11-19,Y,N,N
18158,12,17,2024-02-03,2024-11-07,N,Y,Y
18159,9,21,2022-05-16,2022-05-25,N,Y,N
18160,11,22,2024-01-14,2024-12-14,N,N,Y
18161,10,7,2022-08-16,2023-08-10,Y,N,Y
18162,9,15,2020-08-16,2021-03-20,Y,Y,N
18163,2,23,2021-09-17,2022-05-30,Y,N,Y
18164,11,2,2020-12-31,2021-03-09,Y,N,Y
18165,8,19,2020-02-04,2020-03-14,N,N,N
18166,10,11,2022-11-17,2023-09-03,N,N,N
18167,15,19,2020-01-20,2020-05-29,N,Y,N
18168,7,23,2023-05-20,2023-06-22,Y,Y,N
18169,1,10,2024-03-31,2024-12-10,Y,N,N
18170,1,17,2023-08-19,2023-10-11,Y,Y,N
18171,7,2,2020-09-09,2021-05-04,Y,N,Y
18172,9,2,2021-02-16,2022-02-04,Y,N,N
18173,3,9,2022-01-14,2022-04-04,Y,N,Y
18174,13,21,2020-12-15,2021-01-16,Y,N,Y
18175,4,18,2020-08-31,2021-07-12,N,N,N
18176,5,10,2023-03-27,2023-10-23,N,N,Y
18177,5,1,2021-06-12,2021-11-30,N,Y,Y
18178,4,21,2020-09-22,2020-12-02,Y,N,Y
18179,2,8,2023-03-26,2024-01-31,Y,Y,Y
18180,6,10,2023-09-15,2024-02-27,Y,Y,N
18181,7,13,2023-02-03,2023-05-25,N,Y,Y
18182,8,14,2021-03-10,2021-06-14,N,N,N
18183,1,7,2023-03-23,2023-10-17,Y,N,Y
18184,5,19,2021-03-24,2021-11-25,Y,Y,Y
18185,1,11,2023-09-07,2024-03-13,Y,N,Y
18186,7,18,2020-03-17,2020-05-02,N,Y,N
18187,10,14,2023-06-24,2024-02-08,N,Y,Y
18188,12,15,2023-01-24,2023-11-24,N,Y,N
18189,12,13,2022-04-28,2022-09-05,N,Y,N
18190,13,19,2023-06-08,2023-11-10,N,N,N
18191,11,15,2022-12-05,2023-05-09,N,N,Y
18192,6,2,2020-10-13,2021-08-27,N,Y,Y
18193,11,14,2022-02-24,2023-01-30,Y,Y,N
18194,12,1,2021-07-03,2021-08-06,N,N,N
18195,4,3,2024-02-19,2024-09-10,N,N,N
18196,8,18,2020-10-25,2020-12-15,N,Y,Y
18197,6,21,2021-04-15,2021-05-17,Y,N,Y
18198,9,16,2022-10-02,2023-03-16,Y,N,N
18199,3,3,2020-06-07,2020-10-11,N,Y,Y
18200,8,4,2022-05-01,2023-03-22,Y,Y,N
18201,15,4,2020-03-05,2020-11-26,Y,Y,N
18202,14,21,2021-11-28,2022-01-30,N,Y,N
18203,2,15,2023-12-14,2024-12-13,Y,Y,N
18204,6,3,2022-08-09,2023-04-06,Y,N,Y
18205,10,23,2021-10-04,2022-07-28,Y,N,Y
18206,13,16,2023-09-15,2024-06-28,Y,N,N
18207,8,13,2022-02-19,2022-09-17,Y,Y,Y
18208,12,4,2020-01-14,2020-12-13,Y,N,Y
18209,14,9,2023-02-08,2023-09-11,Y,Y,Y
18210,12,11,2021-01-25,2021-02-25,N,N,N
18211,9,14,2023-07-03,2024-04-10,Y,N,N
18212,15,19,2021-07-23,2022-02-03,Y,Y,Y
18213,15,2,2021-01-15,2021-02-16,Y,Y,Y
18214,12,16,2023-12-30,2024-10-13,Y,N,Y
18215,2,1,2021-05-25,2022-04-23,Y,Y,N
18216,14,8,2020-11-21,2021-07-25,Y,Y,N
18217,5,17,2022-12-28,2023-10-20,N,N,N
18218,9,7,2021-08-25,2021-10-24,Y,Y,Y
18219,12,18,2022-07-06,2022-08-31,N,N,N
18220,14,2,2020-08-01,2021-05-29,Y,Y,N
18221,2,16,2020-04-22,2020-11-27,Y,N,N
18222,12,20,2022-11-23,2022-12-06,Y,Y,Y
18223,9,15,2023-03-01,2023-07-19,Y,N,N
18224,13,22,2023-02-08,2023-03-13,Y,Y,N
18225,4,3,2022-11-16,2022-11-26,N,N,N
18226,6,10,2020-03-22,2020-12-10,N,N,N
18227,14,12,2022-05-12,2022-12-03,N,Y,Y
18228,1,6,2022-03-07,2022-10-15,N,Y,Y
18229,10,1,2021-08-18,2021-08-21,Y,Y,N
18230,11,1,2021-05-23,2021-09-23,Y,Y,Y
18231,9,4,2023-06-19,2023-08-18,N,N,Y
18232,6,12,2021-07-21,2022-05-15,N,N,Y
18233,7,8,2024-01-25,2024-11-23,Y,Y,N
18234,15,13,2020-12-17,2021-01-03,Y,Y,N
18235,9,20,2024-04-15,2024-05-09,N,Y,N
18236,7,15,2024-01-24,2024-12-09,N,Y,Y
18237,6,11,2022-04-13,2022-12-15,Y,N,Y
18238,13,20,2020-11-18,2021-10-03,Y,N,N
18239,11,17,2021-11-02,2021-12-06,Y,N,N
18240,13,15,2022-05-30,2022-08-11,Y,Y,Y
18241,5,1,2024-05-23,2024-09-04,Y,N,Y
18242,5,17,2023-03-14,2023-05-29,Y,Y,N
18243,7,1,2021-06-15,2022-03-21,N,N,N
18244,7,8,2023-04-25,2023-09-25,Y,N,N
18245,4,13,2021-07-27,2022-07-15,Y,N,N
18246,13,18,2022-06-13,2022-10-16,N,Y,N
18247,11,1,2022-09-30,2023-09-29,N,Y,N
18248,4,15,2020-11-13,2021-09-26,N,Y,Y
18249,4,14,2021-12-10,2022-11-08,N,Y,N
18250,4,1,2023-05-24,2023-11-19,Y,N,Y
18251,12,4,2021-12-14,2022-08-03,N,Y,Y
18252,8,12,2021-10-28,2022-08-04,Y,N,Y
18253,14,11,2022-09-01,2022-10-21,N,N,N
18254,4,6,2024-02-06,2024-05-02,Y,Y,Y
18255,13,14,2022-05-22,2023-02-16,N,Y,Y
18256,14,11,2023-01-12,2023-10-27,N,Y,N
18257,5,13,2024-03-05,2024-07-30,N,N,N
18258,15,12,2022-01-15,2022-12-12,N,N,N
18259,15,13,2021-06-17,2022-01-07,Y,Y,Y
18260,4,18,2021-06-03,2021-09-03,Y,N,Y
18261,12,8,2023-05-12,2023-09-05,Y,Y,N
18262,13,22,2022-08-07,2023-03-08,N,N,Y
18263,8,9,2022-06-10,2022-07-16,N,N,N
18264,7,12,2021-06-25,2022-01-25,Y,Y,N
18265,1,20,2023-04-15,2023-05-16,N,Y,N
18266,2,19,2022-01-20,2022-11-07,Y,Y,N
18267,3,19,2020-02-01,2020-02-13,Y,N,N
18268,1,5,2021-07-27,2021-11-02,N,Y,Y
18269,4,11,2021-07-29,2022-04-17,N,N,Y
18270,2,14,2020-02-27,2020-08-09,Y,Y,Y
18271,1,14,2021-09-01,2021-09-30,N,N,Y
18272,12,13,2021-01-15,2021-12-02,Y,Y,N
18273,12,22,2023-11-25,2024-01-10,N,N,Y
18274,12,17,2021-11-26,2022-07-01,Y,Y,N
18275,6,12,2023-06-11,2023-08-23,Y,Y,Y
18276,11,23,2022-08-30,2022-10-22,Y,Y,Y
18277,6,4,2020-12-17,2021-05-29,N,N,Y
18278,10,1,2022-10-01,2023-04-22,N,N,Y
18279,7,14,2021-06-18,2021-08-10,N,Y,N
18280,1,8,2023-08-20,2024-05-30,N,Y,Y
18281,3,12,2020-09-01,2020-12-04,N,N,Y
18282,11,8,2020-09-26,2021-03-06,Y,N,Y
18283,13,8,2022-10-26,2023-08-27,N,Y,Y
18284,3,17,2022-06-26,2022-12-15,N,N,Y
18285,4,8,2021-09-19,2022-03-05,N,N,N
18286,9,10,2022-07-23,2023-05-02,N,N,N
18287,6,5,2021-10-05,2022-02-17,N,N,Y
18288,11,16,2021-01-11,2021-04-12,N,Y,N
18289,12,21,2020-01-23,2020-12-18,Y,N,Y
18290,3,13,2021-04-28,2021-10-10,Y,Y,N
18291,6,15,2023-03-25,2023-06-14,Y,Y,N
18292,1,1,2020-10-12,2021-09-03,Y,N,N
18293,15,1,2024-05-21,2024-07-20,Y,Y,N
18294,13,12,2022-12-06,2023-03-07,Y,Y,N
18295,2,19,2022-05-31,2023-05-05,Y,Y,Y
18296,11,4,2022-01-15,2022-10-09,Y,N,N
18297,7,7,2024-05-13,2024-12-24,N,Y,N
18298,13,9,2023-03-10,2023-06-02,N,Y,N
18299,10,10,2020-08-18,2021-07-18,Y,Y,N
18300,14,18,2020-05-26,2021-02-27,N,Y,Y
18301,13,15,2020-12-15,2021-03-03,Y,Y,N
18302,7,23,2022-03-01,2023-02-22,N,Y,N
18303,3,19,2020-06-05,2021-03-12,Y,Y,N
18304,14,8,2020-09-17,2021-03-16,Y,N,N
18305,3,2,2023-06-28,2024-02-26,N,N,Y
18306,7,17,2020-09-17,2021-07-24,Y,Y,Y
18307,5,17,2020-09-30,2021-09-03,N,N,N
18308,8,2,2024-02-11,2024-11-09,N,Y,Y
18309,10,18,2022-02-28,2023-02-12,N,Y,Y
18310,7,3,2022-06-15,2023-03-17,Y,N,N
18311,9,18,2021-11-23,2022-06-06,Y,Y,Y
18312,7,7,2023-01-26,2023-07-16,Y,N,Y
18313,13,5,2021-03-06,2021-07-07,N,Y,N
18314,4,18,2021-03-04,2021-08-10,N,N,Y
18315,6,10,2020-09-04,2020-09-25,N,Y,Y
18316,4,12,2023-04-21,2023-10-31,Y,Y,Y
18317,11,19,2021-02-21,2021-08-12,Y,Y,N
18318,12,21,2023-10-08,2023-10-18,N,Y,N
18319,7,6,2020-02-03,2021-01-09,Y,Y,Y
18320,5,20,2021-03-14,2021-09-05,N,Y,N
18321,7,16,2023-11-12,2024-04-25,Y,Y,N
18322,15,17,2022-10-12,2023-01-18,Y,N,Y
18323,3,10,2020-06-29,2021-05-05,N,Y,Y
18324,10,22,2020-10-13,2021-01-06,Y,N,N
18325,12,13,2022-01-09,2022-02-24,N,Y,Y
18326,15,18,2023-05-01,2024-02-21,N,Y,Y
18327,14,19,2020-02-21,2020-07-18,Y,N,Y
18328,3,4,2022-10-04,2023-05-23,Y,N,N
18329,4,15,2024-02-10,2025-01-12,Y,N,N
18330,7,18,2020-11-20,2020-11-23,Y,N,Y
18331,11,17,2023-06-13,2024-05-21,Y,N,Y
18332,5,4,2021-09-06,2021-09-17,Y,Y,Y
18333,12,22,2023-10-10,2024-06-03,N,N,Y
18334,9,12,2023-07-30,2024-02-06,Y,Y,Y
18335,6,1,2023-04-25,2023-06-01,N,N,Y
18336,12,12,2023-03-22,2023-05-24,N,N,Y
18337,5,20,2024-01-02,2024-02-05,Y,N,N
18338,7,14,2020-02-19,2021-02-10,Y,N,N
18339,3,19,2022-09-28,2023-01-29,Y,N,N
18340,11,10,2021-12-16,2022-06-10,Y,Y,N
18341,5,12,2021-05-16,2022-04-26,Y,Y,Y
18342,14,14,2023-05-15,2023-11-12,Y,Y,Y
18343,14,17,2020-09-05,2021-02-07,N,N,Y
18344,7,8,2021-09-21,2021-12-30,N,Y,Y
18345,14,8,2023-09-08,2024-04-24,Y,N,N
18346,8,21,2022-02-21,2023-01-23,N,Y,N
18347,7,15,2021-10-22,2022-07-23,Y,Y,Y
18348,1,17,2020-12-19,2021-04-26,N,N,Y
18349,3,21,2022-05-31,2023-01-26,N,Y,N
18350,5,18,2021-07-13,2021-12-01,Y,Y,Y
18351,7,7,2020-10-22,2021-08-19,N,N,Y
18352,15,21,2023-07-15,2023-11-20,N,N,N
18353,15,5,2024-04-21,2024-05-28,N,N,Y
18354,9,19,2022-12-15,2023-08-23,N,N,N
18355,15,12,2020-07-19,2020-08-30,Y,Y,Y
18356,1,11,2022-02-05,2022-07-18,Y,Y,Y
18357,12,11,2021-03-04,2021-03-16,N,Y,Y
18358,10,7,2021-02-01,2021-03-19,Y,N,Y
18359,7,23,2022-01-06,2022-02-12,Y,N,N
18360,10,22,2021-06-04,2022-05-13,N,N,N
18361,9,19,2024-04-08,2024-04-29,N,Y,Y
18362,6,8,2020-05-02,2021-03-31,N,Y,N
18363,9,21,2022-12-11,2023-06-21,N,Y,Y
18364,6,4,2023-12-07,2024-07-08,Y,N,N
18365,1,14,2023-03-18,2023-07-15,Y,N,N
18366,8,5,2024-04-27,2024-05-06,N,N,Y
18367,13,10,2020-10-01,2021-06-07,N,Y,N
18368,8,13,2023-10-22,2024-02-27,N,N,Y
18369,12,11,2022-11-17,2023-02-09,N,N,Y
18370,3,1,2020-04-11,2020-04-26,N,N,Y
18371,8,1,2023-05-24,2024-02-25,N,Y,N
18372,2,1,2024-01-15,2024-03-30,N,N,Y
18373,7,23,2021-08-08,2022-03-25,Y,N,Y
18374,12,10,2023-09-05,2024-05-09,Y,N,Y
18375,9,16,2020-10-08,2021-09-06,Y,N,N
